"record_id","coffee_type","milk_type","flavor_additions","packaging_type","serving_size","texture_level","bitterness_level","sugar_pct","foam_thickness","caffeine_strength","price","discount_pct","aftertaste","aroma_strength","satisfaction","churn_rate","record_timestamp","buy_again"
9,"Robusta","Whole","Mocha","Glass","Large","Smooth",0.792726592769554,0.522206079957237,0.797396019508781,0.353386480680823,4.99,5.03327143052593,0.481433961622198,0.451180192965249,3.79301679137753,0.482498392393406,2024-07-15,"No"
10,"Arabica","Skim","None","Plastic","Medium","Creamy",0.324437010894787,0.531087085270932,0.428858354533441,0.258358692432832,3.75,6.36216733884066,1.43008939126344,0.650446956317189,5.38548942001658,0.483367312167557,2024-04-09,"Yes"
10,"Arabica","Skim","None","Plastic","Medium","Creamy",0.324437010894787,0.531087085270932,0.428858354533441,0.258358692432832,3.75,6.36216733884066,1.43008939126344,0.650446956317189,5.38548942001658,NA,2024-03-30,"Yes"
11,"Blend","Whole","Hazelnut","Sustainable","Small","Thin",0.463161101746026,0.542621663313064,0.65129426543955,0.294094262913882,6.49,8.37920469348319,0.453861941835301,0.504479778848031,4.61883541180638,0.594851882985321,2024-10-20,"No"
12,"Arabica","Plant-based","None","Plastic","Small","Creamy",0.405326251064464,0.713043807256554,0.329191073761272,0.53389411413523,3.75,6.66930768592283,0.798550862835783,0.512909957573153,5.66259887619216,0.477357562588612,2024-04-30,"Yes"
13,"Robusta","Whole",NA,"Glass","Large","Smooth",0.965984691240759,0.310745313822569,0.607546713826975,0.556155174773943,4.49,5.87079418869689,0.377145854210661,0.361274288737632,3.30347313331699,0.79108480868431,2024-06-17,"No"
14,"Robusta","Skim",NA,"Plastic","Small","Creamy",0.76149392668879,0.593282036730747,0.290778414832755,0.545523227267669,4.99,5.93061979161575,0.466040619154156,0.457554359343849,4.5965867108455,0.473527026528814,2024-07-21,"No"
15,"Arabica","Whole","Mocha","Glass","Medium","Thin",0.461737541150868,0.498200324115453,0.642388653129716,0.386642324923054,5.49,9.18859981978312,0.524288580547225,0.930561592865674,4.92177539965746,NA,2024-08-09,"No"
16,"Blend","Whole","None","Glass","Large","Thin",0.615348990698338,0.523031315237968,0.743943114819245,0.663178307139211,3.75,5.58919358346611,0.526444605506746,0.839196037948601,3.31547386273227,0.722888671002604,2024-04-26,"No"
17,"Arabica","Skim","Vanilla","Glass","Small","Smooth",0.3373536697733,0.596636120196343,0.405826497266206,0.594947271888242,6.99,9.10355610190891,0.714332581673866,0.715088226072006,NA,0.18694280078358,2024-11-28,"Yes"
18,"Arabica","Skim","Hazelnut","Plastic","Small","Smooth",0.452197314275293,0.598474750563684,0.563469517840748,0.61640327002037,2,6.68779282877222,0.737594986427176,0.516377164950142,4.88971038842748,0.616197002244678,2024-01-09,"No"
19,"Arabica","Whole","Vanilla","Plastic","Small","Thin",0.338750643429636,0.712708136935235,0.695512649653709,0.643411361522813,6.49,7.32369591644965,0.433579297702509,0.450488767756121,5.29363368079538,0.631152121079839,2024-10-01,"No"
20,"Blend","Whole","Mocha","Paper","Medium","Smooth",0.536318657036752,0.55412560719584,0.612748398625084,0.523307399690373,5.49,8.38386106491089,0.767764145527866,0.863192295599097,5.4968224677078,0.412487205926019,2024-08-22,"Yes"
21,"Blend","Whole","Mocha","Sustainable","Large","Creamy",0.57838536827802,0.389930120006562,0.803920757095593,0.583222636046659,3.99,6.33410441828892,0.731645748622213,0.0893073130181319,5.59981079204215,0.435328154288562,2024-05-29,"Yes"
22,"Robusta","Whole","Caramel","Sustainable","Small","Smooth",0.770647176820444,0.339102294561777,0.674611212423926,0.369093906294114,6.99,8.2213664711453,0.572194474038763,0.557088434862254,4.05357541537561,0.483577069846481,2024-11-30,"No"
23,"Robusta","Whole","None","Glass","Small","Smooth",0.823961023370089,0.176613250595597,0.823559171693097,0.755202204372958,4.99,5.662084675394,0.49339215894254,0.745099450262272,3.30575529396729,0.591496045575815,2024-07-19,"No"
23,"Robusta","Whole","None","Glass","Small","Smooth",0.823961023370089,0.176613250595597,0.823559171693097,0.755202204372958,4.99,5.662084675394,0.49339215894254,0.745099450262272,3.30575529396729,0.591496045575815,2024-06-29,"No"
24,"Blend","Whole","Caramel","Sustainable","Medium","Smooth",0.679585073455231,0.251839214899594,0.717862737540186,0.549046914618013,6.99,7.67750410642475,0.552933908804413,0.51019666669359,3.99677255312683,0.602156190118944,2024-11-12,"No"
25,"Robusta","Skim","Mocha","Glass","Medium","Thin",0.846578999248704,0.23657465554721,0.32439283252267,0.558130135979036,5.99,8.51573930867016,0.10900661282272,0.530580220634776,2.73562732065995,0.748067082205204,2024-09-10,"No"
26,"Robusta","Plant-based","Vanilla","Paper","Small","Thin",0.816546377359041,0.517620181634733,0.315328476087942,0.499989447331487,3.99,5.03442018479109,0.0772325185157943,0.314676236041722,2.84325295163965,0.731964469438744,2024-05-02,"No"
27,"Robusta","Whole","Caramel","Plastic","Small","Creamy",0.742003329632204,0.502253473974489,0.728306090646217,0.674511527887929,6.99,9.70943558844738,0.983696486268903,0.552285372383774,6.20695923692101,0.433601476045172,2024-11-28,"Yes"
27,"Robusta","Whole","Caramel","Plastic","Small","Creamy",NA,0.502253473974489,0.728306090646217,0.674511527887929,6.99,NA,0.983696486268903,0.552285372383774,6.20695923692101,NA,2024-11-15,"Yes"
28,"Robusta","Whole","Caramel","Plastic","Medium","Smooth",0.928800696688787,0.307048676138303,0.670876177723151,0.923082105083166,6.49,7.51403752272017,0.426432064870968,0.624195282137225,3.60680150627685,0.654945129627141,2024-10-14,"No"
29,"Arabica","Whole","Vanilla","Paper","Large","Thin",0.493172056264384,0.490250257461015,0.660831355700617,0.801513388963554,6.49,8.8162040526513,0.277643541176315,0.237863972867949,4.88550443857239,0.554800807172289,2024-10-21,"Yes"
30,"Arabica","Plant-based","Vanilla","Sustainable","Medium","Smooth",0.485817848359124,0.68192341737964,0.26289672915896,0.623281374265131,3,6.33557875500992,0.686787346280536,0.563484955760563,4.9390300028299,0.523794511227284,2024-02-06,"Yes"
31,"Blend","Skim","Caramel","Sustainable","Medium","Smooth",0.577146565763371,0.69491961244295,0.473449160043373,0.14034680991993,6.49,8.33744808030315,0.570428475431365,0.136517595505449,5.61298165632665,0.419670480164411,2024-10-25,"Yes"
32,"Blend","Plant-based","None","Sustainable","Large","Creamy",0.589648582929763,0.591030037490106,0.23838769764294,0.975243458372419,6.99,8.69214191124775,1.05257414820724,0.694445845157292,6.38700864968092,0.483091133360848,2024-11-07,NA
32,"Blend","Plant-based","None","Sustainable","Large","Creamy",0.589648582929763,0.591030037490106,0.23838769764294,0.975243458372419,6.99,8.69214191124775,1.05257414820724,0.694445845157292,6.38700864968092,NA,2024-10-28,NA
33,"Robusta","Plant-based","Mocha","Sustainable","Small","Creamy",0.954220341832332,0.260159896712808,0.258118571897766,0.995934132168692,6.99,8.78494057850912,0.864660058023821,0.681451278485253,4.83115890500206,0.445964208570558,2024-11-26,"No"
34,"Robusta","Plant-based","Caramel","Paper","Small","Thin",0.813345741687772,0.401195430795398,0.331278294709329,0.599728281893715,6.99,9.03803707193583,0.0870991416415084,0.527841096598236,3.35299376051521,0.773103045404995,2024-11-15,"No"
35,"Arabica","Whole","Mocha","Paper","Medium","Smooth",0.48773937097987,0.35371206333273,0.791731500422324,0.668126459320679,4.49,6.47296524280682,0.89570197546454,0.491748532280181,4.99743897222105,0.489262424750446,2024-07-01,"Yes"
36,"Arabica","Whole","None","Sustainable","Medium","Creamy",0.480523619439676,0.652025966427461,0.912344008169597,0.432130141905382,5.99,7.07532701687887,1.13718077129028,0.460819783181741,6.48765839772145,0.307485656996494,2024-09-21,NA
37,"Robusta","Whole","Caramel","Paper","Large","Creamy",0.782232386266438,0.26552571361773,0.918076211683482,0.792042834094164,4.99,6.26275296369568,0.992318853867451,0.301823447121902,5.29957033214756,0.432645216280463,2024-07-02,"Yes"
38,"Arabica","Plant-based","Vanilla","Plastic","Medium","Thin",0.409347256894796,0.35264141314291,0.341108523759244,0.649474777124955,5.49,8.9165653786622,0.68313021651382,0.239610835270498,5.34550526127521,NA,2024-08-05,NA
39,"Arabica","Whole","Vanilla","Sustainable","Medium","Smooth",0.381948147206954,0.478140323453129,0.615950432875392,0.679398624469269,3,5.548102887813,0.98141216326924,0.700232566698122,4.53081823627137,0.573850472670547,2024-02-28,"No"
40,"Arabica","Plant-based","Vanilla","Glass","Medium","Smooth",0.317816415001066,0.798683423315462,0.399997160480077,0.712645541984723,6.49,9.43452202156186,0.656210783868899,0.7132896179832,6.72627799347534,NA,2024-10-14,NA
41,"Arabica","Plant-based","Hazelnut","Plastic","Small","Smooth",0.45043067943878,0.823857872048017,0.161774358728074,0.615949810512258,3.99,6.69478329690173,0.702935113312847,0.362105567399118,6.36436692290681,0.285279300971747,2024-05-13,"Yes"
42,"Arabica","Plant-based","Mocha","Sustainable","Medium","Smooth",0.325995851540091,0.526555960338583,0.331036127402408,0.63627954507619,3,6.44689381122589,0.599830560809781,0.351629368874117,4.66951171961311,0.587989677401524,2024-02-27,"No"
43,"Arabica","Plant-based","None","Glass","Medium","Thin",0.254252530917492,0.817417157206648,0.501402956729802,0.432166091515694,6.49,8.44392963801511,0.55872306157488,0.904100475715129,5.75367467841263,0.453956242303106,2024-10-18,"Yes"
44,"Arabica","Whole","None","Plastic","Small","Thin",0.479136981978773,0.387092091273209,0.772077161978811,1,5.49,8.66150089958683,0.396894030692177,0.52196169910414,5.26731280926926,0.36220798650961,2024-08-30,"Yes"
45,"Arabica","Skim","Vanilla","Paper","Large","Smooth",0.442900398022368,0.683377583900728,0.521674787560394,0.662550112970116,5.99,7.24745397432707,0.736901576202724,0.541732396303502,5.47579011384443,0.408104462643971,2024-09-03,"No"
46,"Arabica","Plant-based","Vanilla","Paper","Large","Creamy",0.252214567767427,0.579868565725386,0.375499173095117,0.613843283295146,2,6.36733192065731,1.11687528821217,0.200528185532808,5.96664066611633,0.420027655107274,2024-01-30,"Yes"
47,"Arabica","Whole","Hazelnut","Paper","Medium","Thin",0.521962968437983,0.804032043904735,0.638296010915827,0.653947509015761,3.75,5.55053558060899,0.375970376977587,0.651436064176023,4.57938675572853,0.579929418441321,2024-04-19,"No"
48,"Arabica","Skim","Caramel","Paper","Medium","Thin",0.444692778859077,0.886496633351243,0.423727108599817,0.532691851025693,3.75,6.12482746969908,0.483902124710859,0.65048236237885,5.23261442059808,0.440573745236237,2024-05-01,"Yes"
48,"Arabica","Skim","Caramel","Paper","Medium","Thin",0.444692778859077,0.886496633351243,0.423727108599817,0.532691851025693,NA,6.12482746969908,0.483902124710859,0.65048236237885,5.23261442059808,0.440573745236237,2024-04-08,"Yes"
49,"Arabica","Skim","Caramel","Glass","Large","Smooth",0.415597082774889,0.591323636311425,0.48899303235686,0.443674514514883,4.49,6.94909967668355,0.728766575560203,0.617099543316339,5.24565744666965,NA,2024-06-27,NA
50,"Blend","Whole","Vanilla","Paper","Medium","Thin",0.472543883329967,0.425407375100608,0.661850616780971,0.542676202266085,3.5,5.48285398818552,0.467637777316554,0.388677376886228,3.2939864570056,0.610101716090678,2024-03-26,"No"
50,"Blend","Whole","Vanilla","Paper","Medium","Thin",0.472543883329967,0.425407375100608,0.661850616780971,0.542676202266085,NA,5.48285398818552,0.467637777316554,0.388677376886228,3.2939864570056,0.610101716090678,2024-03-19,"No"
51,"Arabica","Plant-based","None","Plastic","Small","Creamy",NA,0.482328184228074,0.361658159705916,0.569320979179125,4.49,5.75509286345914,1.037731393812,0.851402984351074,4.76241513975562,0.772847392100439,2024-06-14,"No"
52,"Arabica","Whole",NA,"Sustainable","Medium","Thin",0.54813923718725,0.743975052344087,0.731186512389111,0.490739311795501,5.99,9.52598558855243,0.387907986406115,0.398043281673316,6.11366921481831,0.134299659700928,2024-09-06,"Yes"
52,"Arabica","Whole",NA,"Sustainable","Medium","Thin",0.54813923718725,0.743975052344087,0.731186512389111,0.490739311795501,5.99,NA,0.387907986406115,NA,6.11366921481831,0.134299659700928,2024-08-07,"Yes"
53,"Robusta","Skim","Vanilla","Sustainable","Medium","Creamy",0.9066207738073,0.402982858903665,0.801715405410871,0.527117337124224,6.99,7.5952762637753,0.720052414190637,0.431862300543368,4.76943166906189,0.52449488059925,2024-11-14,"No"
54,"Arabica","Plant-based","Mocha","Glass","Small","Thin",0.428694173111094,0.610731251475142,0.368950503622263,0.680631775491861,6.99,7.26439613779075,0.257932684033137,0.565385598320254,4.14447770977596,0.422610318151085,2024-11-17,"No"
55,"Robusta","Whole","None","Plastic","Large","Creamy",0.717048277982779,0.267033617057717,0.89696338640816,0.705265724024165,4.99,5.98331618774682,0.96500824535427,0.484369666247589,4.96016709269791,0.44401166263941,2024-07-04,"Yes"
55,"Robusta","Whole","None","Plastic","Large","Creamy",NA,0.267033617057717,0.89696338640816,0.705265724024165,4.99,5.98331618774682,0.96500824535427,0.484369666247589,4.96016709269791,0.44401166263941,2024-06-13,"Yes"
56,"Arabica","Plant-based","None","Glass","Small","Smooth",0.407125885360593,0.576710003095669,0.338305373684052,0.682711543123798,4.49,5.25034438772127,0.821178179667778,0.390983328855799,5.00021054681344,0.591325237089945,2024-06-02,"Yes"
57,"Arabica","Skim","None","Glass","Medium","Thin",0.441064223808626,0.59012670886688,0.447540538144138,0.785985694753973,6.99,8.99284874345176,0.563054069936362,0.501821067093823,5.33576554390218,0.487828119774975,2024-11-04,NA
58,"Robusta","Plant-based","Mocha","Plastic","Small","Smooth",0.854619101440112,0.5739627322254,0.417617736863002,0.0708496266213556,3.99,5.49940516334027,0.286362029171988,0.733399164766001,3.00426695345914,0.877066269004388,2024-05-05,NA
59,"Blend","Skim","Caramel","Glass","Small","Creamy",0.70313600909575,0.50898891466559,0.521639801946718,0.58265761912483,6.49,8.68773474218324,0.908198465642401,0.540647384989694,5.54866058001484,0.438148686727564,2024-10-23,"Yes"
60,"Arabica","Skim","Vanilla","Glass","Small","Creamy",0.440035704234402,0.629137637747173,0.537812674439043,0.640398788220054,5.99,8.87133897747844,0.987420349044163,0.138514995739293,6.94901499433036,0.428227520828905,2024-09-11,"Yes"
61,"Robusta","Skim","None","Sustainable","Small","Thin",0.792013751549316,0.277725160671938,0.483996148187366,0.706775581156739,6.49,9.87070016656071,0.276434790707092,0.691412518809994,3.91460972899854,0.569995232132258,2024-10-26,"No"
62,"Arabica","Whole","Mocha","Sustainable","Medium","Creamy",0.327194592422362,0.649524767839248,0.720958834688211,0.780256338721478,6.49,8.15838343417272,0.969564841712391,0.0469104227388737,7.42408245667992,0.160595073458456,2024-10-30,"Yes"
63,"Arabica","Plant-based","None","Glass","Small","Creamy",0.289104558285783,0.464410828608223,0.322734974763747,0.748519107236635,5.49,9.60244894982316,1.16753065225906,0.312351263375407,7.3690219265742,0.339594076716905,2024-08-24,"Yes"
63,"Arabica","Plant-based","None","Glass","Small","Creamy",0.289104558285783,0.464410828608223,0.322734974763747,0.748519107236635,5.49,NA,1.16753065225906,0.312351263375407,7.3690219265742,0.339594076716905,2024-07-28,"Yes"
64,"Arabica","Skim","Caramel","Sustainable","Medium","Creamy",0.32469942378261,0.630389177991986,0.461650008195295,0.693975355063929,3,6.24965586932376,1.04806951652853,0.357540698475027,NA,0.431211581095496,2024-02-14,"Yes"
65,"Blend","Whole","Vanilla","Paper","Medium","Smooth",0.595575758700941,0.422210256674765,0.552358311867986,0.800437342301145,4.99,6.07293097767979,0.901607102134925,0.395307838871862,4.94720413295369,0.276948942558151,2024-07-29,"Yes"
66,"Arabica","Whole","Caramel","Glass","Medium","Smooth",0.324439853581897,0.67623158865011,0.734830242534938,0.545483152872458,6.99,8.9295903260354,0.633626279729763,0.256011700575155,6.40730172350918,0.331993563797867,2024-11-12,"Yes"
67,"Blend","Plant-based","Mocha","Glass","Medium","Smooth",0.565858388031421,0.54127667574059,0.404710323754396,0.82714412014933,5.49,9.03180237137713,0.895994223945232,0.345202808689155,6.4602131408807,0.439759824367695,2024-08-21,"Yes"
67,"Blend","Plant-based","Mocha","Glass","Medium","Smooth",0.565858388031421,0.54127667574059,0.404710323754396,0.82714412014933,NA,9.03180237137713,0.895994223945232,0.345202808689155,NA,0.439759824367695,2024-08-16,"Yes"
68,"Blend","Whole","Hazelnut","Sustainable","Medium","Thin",0.729836063475211,0.638127492077185,0.699751892103523,0.397905915387698,3.75,6.38721124920994,0.0290775804656034,0.201083554342391,3.7972923364994,0.632792228419406,2024-04-07,"No"
69,"Robusta","Skim","Caramel","Glass","Small","Smooth",0.821482815411894,0.283892406874642,0.404468599658592,0.371214212421805,3.99,5.7574345045723,0.500702889954444,0.469665292548229,3.10062123935006,0.686939635924096,2024-05-29,"No"
70,"Arabica","Whole","None","Sustainable","Small","Creamy",0.393466746715353,0.870575084027471,0.839161861183598,0.76442320001735,4.99,6.20132559305057,1.15180769615269,0.434259410622107,8.27838176829905,0.162414021186315,2024-07-14,"Yes"
70,"Arabica","Whole","None","Sustainable","Small","Creamy",0.393466746715353,0.870575084027471,0.839161861183598,0.76442320001735,4.99,6.20132559305057,1.15180769615269,0.434259410622107,8.27838176829905,0.162414021186315,2024-06-18,"Yes"
71,"Robusta","Skim","Caramel","Glass","Large","Thin",0.782856024232942,0.249868334135737,0.529696860488892,0.424878120098273,2,5.8335193679668,0.282837462387236,0.491985266326776,2.10463901819659,0.845116842933778,2024-01-22,"No"
72,"Robusta","Plant-based","Hazelnut","Paper","Small","Smooth",0.670180901697315,0.263733536094627,0.451711077001997,0.490275168753608,3.99,6.68675432959571,0.437670531301321,0.584878253679047,3.5469110137434,0.635124017619821,2024-05-08,"No"
73,"Robusta","Skim","Caramel","Paper","Small","Creamy",0.816688730324383,0.209240623202753,0.45928740626428,0.698559990387331,4.99,5.79369494179264,0.846196600384335,0.0852140756106309,4.56014520682069,0.618755170592268,2024-07-18,"No"
74,"Arabica","Plant-based","Mocha","Paper","Large","Creamy",0.344826246389852,0.597949862586165,0.293766084793936,0.293382349829202,4.49,6.08425660710782,1.06416410580511,0.517978224740425,5.656217545372,0.343560775007301,2024-06-30,"Yes"
75,"Arabica","Plant-based","Mocha","Plastic","Medium","Smooth",0.379104888018608,0.875135305077753,0.299953845958866,0.614063371631896,3,5.8502421551384,0.867932687335542,0.908246594543023,5.65224411553732,NA,2024-02-26,"Yes"
76,"Arabica","Whole","Mocha","Glass","Small","Thin",0.607055879902864,0.442512960940634,0.668939187306373,0.659675517931073,6.99,9.1794014389161,0.199958915899297,0.382787084974989,4.36870825027638,0.503999845172077,2024-11-13,"No"
77,"Arabica","Skim","None","Plastic","Large","Creamy",0.415241814541591,0.656373311035759,0.419457667778607,0.751712663295988,6.49,8.67810299596749,1.07177195784853,0.607004471500525,6.70503972093338,0.39766406929308,2024-10-17,"Yes"
78,"Robusta","Whole","Mocha","Glass","Large","Smooth",0.949079535855929,0.284801980388062,0.480722963695118,0.739753780408829,5.49,7.01548479497433,0.379818000481982,0.684217515146736,3.48074676400187,0.790442589433983,2024-08-24,"No"
79,"Arabica","Whole","Caramel","Plastic","Large","Thin",NA,0.557367595606281,0.721215938567925,0.858033571572814,5.49,9.76605008263141,0.460058414089961,0.542169291024601,6.14386542805983,0.372844704333681,2024-08-30,"Yes"
80,"Arabica","Plant-based","None","Glass","Large","Creamy",0.298626440849902,0.615512535324282,0.509195776917937,0.909890753830737,5.49,8.04569479217753,1.0475776421227,0.256803688063803,7.51378938200984,0.256088916652749,2024-08-14,"Yes"
81,"Arabica","Whole","Mocha","Plastic","Large","Creamy",0.462699257999031,0.473160567333646,0.59721404122018,0.62629448116068,4.99,6.27948698541149,1.27413413462538,0.630149166455393,5.85971437198093,0.434335819333295,2024-07-21,"Yes"
82,"Robusta","Plant-based","Vanilla","Glass","Small","Creamy",0.90460285377118,0.310490099315844,0.226175142960078,0.470365879336619,5.99,8.99805203196593,0.599608532559101,0.479721521332559,4.18861231085448,0.544109675629963,2024-09-21,"No"
83,"Arabica","Plant-based","None","Glass","Large","Creamy",0.342057960465725,0.684169426147533,0.242766963794698,0.914164969176988,5.49,8.90534402127378,1.22565690016894,0.479159514328609,7.92578549224163,0.17856388302746,2024-08-06,"Yes"
84,"Robusta","Plant-based","Caramel","Sustainable","Large","Thin",0.745189612418479,0.23818470555353,0.490389996523286,0.398242102162333,3.5,5.98223906802014,0.312364010790843,0.472500908400484,2.37884784934365,0.808765886485641,2024-03-11,"No"
85,"Arabica","Plant-based","None","Plastic","Medium","Smooth",0.391172804742562,0.609345593499815,0.262050797273702,0.784047326026437,5.49,8.28690192545764,0.634024328309561,0.411978334128619,6.08064267253762,0.292149848380989,2024-08-04,NA
86,"Arabica","Skim","Vanilla","Sustainable","Medium","Smooth",0.562440569016623,0.55316197989949,0.707028448969475,0.709982894799308,6.99,7.2120817869436,0.642500341661381,0.614218166268435,4.95376111940349,0.416162470118095,2024-11-07,"No"
87,"Blend","Whole","Vanilla","Sustainable","Medium","Creamy",0.702532166552549,0.60822181722325,0.725128907067584,0.648132631203071,5.99,7.82744014146738,0.997143756347295,0.242854770632407,6.41487098899137,0.500372820478783,2024-09-20,"Yes"
88,"Blend","Whole","None","Paper","Large","Thin",0.667413032739451,0.500930793941717,0.912164681635234,0.240932849832845,4.49,6.92244707699865,0.2618138898538,0.352264954115343,4.09742046710979,0.561099789872515,2024-06-03,NA
89,"Blend","Plant-based","Vanilla","Glass","Large","Creamy",0.526560048544641,0.22188989782727,0.423147166156311,0.831002880998509,4.99,5.56856972444803,0.955603096854554,0.765842379416893,4.42042023361493,0.513382585070255,2024-07-07,"No"
90,"Arabica","Plant-based","None","Plastic","Medium","Thin",0.37649858378036,0.348580399495736,0.313803551427566,0.74088270012537,5.99,7.78798330249265,0.314961807068186,0.479948459555339,3.7126025626287,0.675397484006239,2024-09-22,"No"
91,"Arabica","Whole","Vanilla","Glass","Small","Creamy",0.349481513116839,0.724571660963442,0.77517211749446,0.529963351800809,6.49,8.46915164170787,0.915762173802389,0.407538343673495,7.06655618833762,0.393598175607946,2024-10-02,"Yes"
92,"Robusta","Whole","Caramel","Paper","Small","Thin",0.867134998585143,0.589737833575409,0.732312575723654,0.349802468500388,6.49,9.29449674463831,0.195574803895232,0.422220771820543,4.34605675770059,0.696252963733977,2024-10-25,"No"
93,"Arabica","Whole","Mocha","Plastic","Medium","Smooth",0.43905573293706,0.558355463806043,0.714165639626731,0.622036047496297,4.99,5.43334700260311,0.703325103934227,0.644233367986765,4.79152156326734,0.374571855364815,2024-07-29,"No"
94,"Robusta","Whole","Caramel","Sustainable","Large","Thin",0.823618703120612,0.141578511213003,0.847568615872515,0.775465613008045,6.49,8.87869455572218,0.120405344548061,0.424759130320877,3.69241282124363,0.703570374471281,2024-10-16,"No"
95,"Arabica","Skim",NA,"Paper","Medium","Smooth",0.331604444656136,0.476513839977245,0.424700330282002,0.729978737551793,5.49,9.63250173558481,0.880596250778436,0.592434641923938,6.39725502635863,0.357626959935865,2024-08-07,"Yes"
96,"Arabica","Skim","Vanilla","Plastic","Large","Smooth",0.271253773625434,0.787195979916246,0.523974902579472,0.53993025761972,3.75,6.44229059433565,1.01960912330832,0.30385004765939,6.38035096599343,0.340011574456396,2024-04-06,"Yes"
97,"Robusta","Whole","Mocha","Sustainable","Small","Smooth",0.889670468589182,0.577381562094525,0.556839055971107,0.619150468424762,6.99,9.62270426028408,0.370492125831533,0.705588059764624,4.94131745341969,0.525753500234209,2024-11-06,"Yes"
98,"Arabica","Plant-based","None","Plastic","Large","Smooth",0.338154503655328,0.855099484487217,0.405876053023057,0.505278309541794,3.75,6.00391435902566,0.751232936459682,0.430096090447826,5.91654481956045,0.497992879775036,2024-04-14,"Yes"
99,"Arabica","Plant-based","Mocha","Glass","Large","Smooth",0.291443887896456,0.544829738976977,0.299791311716525,0.501504726381047,6.49,7.35205148276873,0.967737539957967,0.677665848383637,4.95936666703589,0.661000420653927,2024-10-02,NA
100,"Robusta","Whole","Hazelnut","Sustainable","Medium","Smooth",0.864421665412156,0.347130136906541,0.562767481351711,0.170230020773158,6.99,7.30264390888624,0.497124334543474,0.678700059862519,3.12147917798718,NA,2024-11-13,"No"
101,"Robusta","Whole","Vanilla","Glass","Large","Thin",0.865253558344331,0.0944672042522657,0.543680223319702,0.4940113102936,4.99,6.97865746216848,-0.0847469089990871,0.52613813647485,2.38954387550952,0.904618842377892,2024-07-08,"No"
102,"Arabica","Skim","Vanilla","Glass","Large","Thin",0.432014793144093,0.701787479660251,0.661254662273933,0.71896606726087,5.99,8.61715148156509,0.574531978924847,0.61786101435468,5.7026681224033,NA,2024-09-30,"Yes"
103,"Arabica","Whole","Vanilla","Paper","Small","Smooth",0.378844242257835,0.634973590040244,0.762681563125314,0.483829104246178,6.49,9.19578437227756,0.392398898042429,0.60019864982576,NA,0.470902712565632,2024-10-16,"Yes"
104,"Blend","Plant-based","None","Glass","Small","Creamy",0.686409915473398,0.151429439703447,0.31727862872356,0.764832982721274,6.99,7.08082034648396,0.803818132731459,0.29426840019019,4.25468602563553,0.550148142202967,2024-11-24,"No"
105,"Arabica","Plant-based","None","Plastic","Medium","Thin",0.412578837845282,0.519538096937548,0.270012862298043,1,6.99,8.46417919360101,0.401107352659995,0.383462380979047,4.86204318683639,0.584816446789406,2024-11-06,"Yes"
